calibre_id,title,authors,publisher,year,subjects,topic_tags,rating,formats,description
96,Sliding Scales,Alan Dean Foster,,2011,,,,epub; lit,
3245,Son of Spellsinger,Alan Dean Foster,,2011,,,,epub; mobi,
97,Son of Spellsinger,Alan Dean Foster,,2011,,,,epub; lit,
3244,The Black Hole,Alan Dean Foster,Ballantine Del Rey,1979,,,6,epub; mobi; rtf,A journey that begins where everything ends...now a spectacular motion picture. Deep space...alien life...an epic voyage into a giant black hole!!
98,The Black Hole,Alan Dean Foster,Ballantine Del Rey,1979,,,6,epub; lit; rtf,A journey that begins where everything ends...now a spectacular motion picture. Deep space...alien life...an epic voyage into a giant black hole!!
3243,The Deluge Drivers,Alan Dean Foster,Severn House Publishers Ltd,1987,,,8,epub; mobi,"It looked as if Ethan Fortune was stuck on the icy world of Tran-ky-ky, never to enjoy the warm comforts of civilization again. But when the scientists at the outpost of Brass Monkey detected an odd atmospheric phenomenon, things began to heat up. Only the great icerigger Slanderscree could make the dangerous journey to the isolated southern continent, and only Ethan could convince the primitive T…"
99,The Deluge Drivers,Alan Dean Foster,Severn House Publishers Ltd,1987,,,8,epub; lit,"It looked as if Ethan Fortune was stuck on the icy world of Tran-ky-ky, never to enjoy the warm comforts of civilization again. But when the scientists at the outpost of Brass Monkey detected an odd atmospheric phenomenon, things began to heat up. Only the great icerigger Slanderscree could make the dangerous journey to the isolated southern continent, and only Ethan could convince the primitive T…"
100,The Hour of the Gate,Alan Dean Foster,,2011,,,,epub; lit,
3242,The Hour of the Gate,Alan Dean Foster,,2011,,,,epub; mobi,
106,The Howling Stones,Alan Dean Foster,,2011,Science Fiction/Fantasy,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; lit,
3241,The Howling Stones,Alan Dean Foster,,2011,Science Fiction/Fantasy,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; mobi,
107,The Last Starfighter,Alan Dean Foster,,2011,,,,epub; lit,
3240,The Last Starfighter,Alan Dean Foster,,2011,,,,epub; mobi,
109,The Paths of the Perambulator,Alan Dean Foster,,2011,,,,epub; lit,
3237,The Paths of the Perambulator,Alan Dean Foster,,2011,,,,epub; mobi,
110,The Time of the Transference,Alan Dean Foster,,2011,,,,epub; lit,
3239,The Time of the Transference,Alan Dean Foster,,2011,,,,epub; mobi,
111,Trouble Magnet: A Pip & Flinx Adventure,Alan Dean Foster,Del Rey,2006,,,6,epub; lit; pdf,"From science fiction icon Alan Dean Foster comes a blazing new Pip &amp; Flinx adventure for fans of the green-eyed redhead with awesome mental powers and his miniature flying dragon. In this dazzling new novel, Flinx confirms his status as the galaxy’s greatest magnet for big trouble. Wandering out there in some remote region of the galaxy is a gargantuan sentient Tar-Aiym weapons’ system. All Fl…"
3249,Trouble Magnet: A Pip & Flinx Adventure,Alan Dean Foster,Del Rey,2006,,,6,epub; mobi; pdf,"From science fiction icon Alan Dean Foster comes a blazing new Pip &amp; Flinx adventure for fans of the green-eyed redhead with awesome mental powers and his miniature flying dragon. In this dazzling new novel, Flinx confirms his status as the galaxy’s greatest magnet for big trouble. Wandering out there in some remote region of the galaxy is a gargantuan sentient Tar-Aiym weapons’ system. All Fl…"
117,Voyage to the City of the Dead,Alan Dean Foster,Del Rey,1984,General; Fiction,fiction_general,8,epub; lit,"Some spine creasing and edge wear. Front cover has a couple small surface tears. Back cover has some shelf rubbing. Light smugging on edges. No marks, and tight. Ships very quickly and packaged carefully!"
3236,Voyage to the City of the Dead,Alan Dean Foster,Del Rey,1984,General; Fiction,fiction_general,8,epub; mobi,"Some spine creasing and edge wear. Front cover has a couple small surface tears. Back cover has some shelf rubbing. Light smugging on edges. No marks, and tight. Ships very quickly and packaged carefully!"
118,With Friends Like These,Alan Dean Foster,,2011,,,,epub; lit; rtf,
3235,With Friends Like These,Alan Dean Foster,,2011,,,,epub; mobi; rtf,
108,the mocking program,Alan Dean Foster,,2011,,,,epub; lit,
3238,the mocking program,Alan Dean Foster,,2011,,,,epub; mobi,
119,Spies of the Balkans,Alan Furst,RANDOM HOUSE,2010,Rennette,,,epub; lit,"SUMMARY: Greece, 1940. Not sunny vacation Greece: northern Greece, Macedonian Greece, Balkan Greece—the city of Salonika. In that ancient port, with its wharves and warehouses, dark lanes and Turkish mansions, brothels and tavernas, a tense political drama is being played out. On the northern border, the Greek army has blocked Mussolini’s invasion, pushing his divisions back to Albania—the first d…"
3234,Spies of the Balkans,Alan Furst,RANDOM HOUSE,2010,Rennette,,,epub; mobi,"SUMMARY: Greece, 1940. Not sunny vacation Greece: northern Greece, Macedonian Greece, Balkan Greece—the city of Salonika. In that ancient port, with its wharves and warehouses, dark lanes and Turkish mansions, brothels and tavernas, a tense political drama is being played out. On the northern border, the Greek army has blocked Mussolini’s invasion, pushing his divisions back to Albania—the first d…"
120,The Line of Beauty,Alan Hollinghurst,,2011,Rennette,,,epub; lit,
3232,The Line of Beauty,Alan Hollinghurst,,2011,Rennette,,,epub; mobi,
121,The Stranger’s Child,Alan Hollinghurst,Picador,2011,Rennette,,,epub; lit,
3231,The Stranger’s Child,Alan Hollinghurst,Picador,2011,Rennette,,,epub; mobi,
123,Visual C# 2010 Recipes,Alan Jones; Adam Freeman,,2011,C#,,,epub; lit; pdf,
3230,Visual C# 2010 Recipes,Alan Jones; Adam Freeman,,2011,C#,,,epub; mobi; pdf,
124,Lost Girls Hardcover Edition: Book 1,Alan Moore; Melinda Gebbie,,2011,,,,cbr; epub; lit,
125,Lost Girls Hardcover Edition: Book 2,Alan Moore; Melinda Gebbie,Top Shelf Productions,2006,,,6,cbr; epub; lit,"From Publishers Weekly Starred Review. [Signature]_Reviewed by_ Neil GaimanAlmost 10 years before his The League of Extraordinary Gentlemen took many of the figures of Victorian popular fiction on a remarkable romp, Alan Moore, in collaboration with underground artist Melinda Gebbie, began Lost Girls , with a similar, although less fantastical, conceit: that the three women whose adventures in gir…"
126,Lost Girls Hardcover Edition: Book 3,Alan Moore; Melinda Gebbie,,2011,,,,cbr; epub; lit,
3228,Lost Girls Hardcover Edition: Book 3,Alan Moore; Melinda Gebbie,,2011,,,,cbr; epub; mobi,
3229,Lost Girls Hardcover Edition: Book 2,Alan Moore; Melinda Gebbie,Top Shelf Productions,2006,,,6,cbr; epub; mobi,"From Publishers Weekly Starred Review. [Signature]_Reviewed by_ Neil GaimanAlmost 10 years before his The League of Extraordinary Gentlemen took many of the figures of Victorian popular fiction on a remarkable romp, Alan Moore, in collaboration with underground artist Melinda Gebbie, began Lost Girls , with a similar, although less fantastical, conceit: that the three women whose adventures in gir…"
3233,Lost Girls Hardcover Edition: Book 1,Alan Moore; Melinda Gebbie,,2011,,,,cbr; epub; mobi,
127,The League of Extraordinary Gentlemen Volume III: Century #1 1910,Alan Moore; Kevin O'neill,Top Shelf Productions,2000,Comics & Graphic Novels,fiction_general,6,cbr; epub; lit,"From Publishers Weekly Starred Review. Sometimes less is more. Although only 80 pages long,_ League of Extraordinary Gentlemen: Century 1910_ is a spectacular return to form for Moore's critically acclaimed adventure series about a turn of the century superteam made up of characters from pulp/genre literature both famed and obscure. This time out, Captain Nemo's daughter, Janni, angrily refuses to…"
128,The League of Extraordinary Gentlemen Volume III: Century #2 1969,Alan Moore; Kevin O'neill,Top Shelf Productions,2011,Comics & Graphic Novels,fiction_general,6,cbz; epub; lit,"Product Description Chapter Two takes place in the psychedelic daze of Swinging London during 1969, a place where Tadukic Acid Diethylamide 26 is the drug of choice, and where different underworlds are starting to overlap dangerously to an accompaniment of sit-ins and sitars. The vicious gangster bosses of London's East End find themselves brought into contact with a counter-culture underground of…"
3226,The League of Extraordinary Gentlemen Volume III: Century #2 1969,Alan Moore; Kevin O'neill,Top Shelf Productions,2011,Comics & Graphic Novels,fiction_general,6,cbz; epub; mobi,"Product Description Chapter Two takes place in the psychedelic daze of Swinging London during 1969, a place where Tadukic Acid Diethylamide 26 is the drug of choice, and where different underworlds are starting to overlap dangerously to an accompaniment of sit-ins and sitars. The vicious gangster bosses of London's East End find themselves brought into contact with a counter-culture underground of…"
3227,The League of Extraordinary Gentlemen Volume III: Century #1 1910,Alan Moore; Kevin O'neill,Top Shelf Productions,2000,Comics & Graphic Novels,fiction_general,6,cbr; epub; mobi,"From Publishers Weekly Starred Review. Sometimes less is more. Although only 80 pages long,_ League of Extraordinary Gentlemen: Century 1910_ is a spectacular return to form for Moore's critically acclaimed adventure series about a turn of the century superteam made up of characters from pulp/genre literature both famed and obscure. This time out, Captain Nemo's daughter, Janni, angrily refuses to…"
129,The Revelation Space Collection,Alastair Reynolds,Orion,2011,Adventure; Science Fiction; Fiction; General,fiction_sf; fiction_general; science_general,8,epub; lit,"Contains seven fantastic novels: REVELATION SPACE, CHASM CITY, REDEMPTION ARK, ABSOLUTION GAP, THE PREFECT, DIAMOND DOGS &amp; TURQUOISE DAYS and GALACTIC NORTH"
3225,The Revelation Space Collection,Alastair Reynolds,Orion,2011,Adventure; Science Fiction; Fiction; General,fiction_sf; fiction_general; science_general,8,epub; mobi,"Contains seven fantastic novels: REVELATION SPACE, CHASM CITY, REDEMPTION ARK, ABSOLUTION GAP, THE PREFECT, DIAMOND DOGS &amp; TURQUOISE DAYS and GALACTIC NORTH"
130,The Midnight House,Alex Berenson,Penguin,2010,Fiction; Suspense; Espionage; Thrillers; Intelligence Officers; Rennette; Terrorists,fiction_general,,epub; lit,"Amazon.com Review Amazon Exclusive: Alex Berenson Talks About His New Novel, The Midnight House As a reporter for The New York Times, Over the course of his first three missions—chronicled in And, of course, there was that time he was infected with the plague. Just writing this list makes me wince a little bit, too. You see, John is real to me—and, based on the e-mail I receive, to lots of readers…"
3223,The Midnight House,Alex Berenson,Penguin,2010,Fiction; Suspense; Espionage; Thrillers; Intelligence Officers; Rennette; Terrorists,fiction_general,,epub; mobi,"Amazon.com Review Amazon Exclusive: Alex Berenson Talks About His New Novel, The Midnight House As a reporter for The New York Times, Over the course of his first three missions—chronicled in And, of course, there was that time he was infected with the plague. Just writing this list makes me wince a little bit, too. You see, John is real to me—and, based on the e-mail I receive, to lots of readers…"
131,The Beach,Alex Garland,,2011,Rennette,,,epub; lit,
